protein_id,homolog_group,st,embedding
2563900_0:0002df|bacterium_M00.F.Ca.ET.152.01.1.1.fasta,DNA-directed_RNA_polymerase_subunit_beta,0.9823,"[ 0.05873591  0.05099126  0.0290761  ...  0.04331433 -0.02917753
  0.06673288]"
1670_0:0003a9|Arthrobacter_citreus.fasta,DNA-directed_RNA_polymerase_subunit_beta,0.9823,"[ 0.05022077  0.03554149  0.03156362 ...  0.0496737  -0.02535651
  0.04396811]"
1884368_0:00099b|Duganella_sp._CF458.fasta,DNA-directed_RNA_polymerase_subunit_beta,0.9823,"[ 0.04030608  0.03487726  0.02838752 ...  0.03989255 -0.01921671
  0.05299832]"
1328305_0:0004b4|Cyanobium_sp._Copco_Reservoir_LC18.fasta,DNA-directed_RNA_polymerase_subunit_beta,0.9823,"[-0.00107306  0.03610436  0.0207133  ...  0.02360771 -0.01516211
  0.0340828 ]"
1876515_0:0005ed|Notoacmeibacter_marinus.fasta,DNA-directed_RNA_polymerase_subunit_beta,0.9823,"[ 0.05474892  0.04598111  0.02847912 ...  0.04646272 -0.02481261
  0.06453516]"
1617283_0:000ec6|Flavobacterium_nitrogenifigens.fasta,DNA-directed_RNA_polymerase_subunit_beta,0.9823,"[ 0.01913802  0.05580543  0.01293093 ...  0.05466985 -0.01557591
  0.03584922]"
1242992_0:000c59|Leptospira_sp._B5-022.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.05117772 -0.0239348   0.01432655 ... -0.01140968  0.0316425
  0.02403181]"
1899321_0:00099d|Phyllobacterium_salinisoli.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,[0.04527809 0.00856582 0.01765417 ... 0.0012859  0.01752266 0.00133902]
1218801_0:000a59|Kordia_antarctica.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.06781999 -0.01190635 -0.02031882 ...  0.0367314   0.02561924
  0.01080393]"
2282655_0:0003c2|Pelagibacterium_lacus.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,[0.03432206 0.00402454 0.0152567  ... 0.01450588 0.01238793 0.00047355]
930166_1:001109|Pseudomonas_brassicacearum.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.04914498  0.00804793  0.00507716 ...  0.00304288 -0.02212721
 -0.00489919]"
69322_0:0005f8|Flavobacterium_xanthum.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.06926596 -0.01024515 -0.01583588 ...  0.0305079   0.02539876
  0.01512321]"
665099_0:000c4e|Cytobacillus_oceanisediminis.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.03148243 -0.00748234 -0.02652378 ...  0.03024985  0.06060013
  0.00437843]"
1213861_0:001598|Actinocrispum_wychmicini.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.04233251 -0.03087721 -0.01070201 ... -0.01649876 -0.00516578
 -0.04559326]"
69042_0:00035b|Synechococcus_sp._WH_5701.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.02848696 -0.05063599  0.00312529 ...  0.0118409   0.03368688
 -0.00141629]"
2005468_0:00038e|Thermostichus_vulcanus_NIES-2134.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.0502785   0.0062387   0.01525014 ... -0.00090108  0.02120018
  0.04550178]"
1159870_0:0004a0|Bordetella_sp._FB-8.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.03465612 -0.03162508 -0.01086478 ...  0.01111299 -0.0028677
  0.00634665]"
1124743_0:000c28|Kribbella_soli.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.04072936 -0.02748249  0.00970321 ...  0.0110068   0.02984446
  0.00068783]"
1419739_0:000b7d|Shewanella_sp._TC10.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.07212023 -0.02155922  0.00126381 ... -0.01261854 -0.00068847
  0.03543569]"
717774_0:000edb|Marinomonas_mediterranea_MMB-1.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.06379349 -0.03305754 -0.0098086  ...  0.00718759 -0.00545587
  0.0178598 ]"
2044509_0:000acd|Arcobacter_sp._CECT_8989.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.01667067 -0.02580375  0.00901494 ...  0.02017778  0.0415301
  0.0047836 ]"
1658667_0:0000b7|Nitrosomonas_sp._HPC101.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.05547976  0.00509486 -0.01018028 ... -0.00023399  0.01061836
  0.00082336]"
2305435_0:000a2b|Microbacterium_sp._PF5.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.02878302 -0.01550248 -0.00319603 ...  0.00045436  0.00089141
 -0.02576652]"
1475481_0:00012f|Mizugakiibacter_sediminis.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.03032125  0.00144441 -0.00039315 ...  0.01860761  0.00295858
 -0.01390058]"
861360_0:0008af|Glutamicibacter_arilaitensis_Re117.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.03497645 -0.03449451 -0.00164422 ... -0.00183517  0.02344188
  0.00066935]"
585394_0:000703|Roseburia_hominis_A2-183.fasta,Nicotinate-nucleotide_pyrophosphorylase,0.9469,"[ 0.04512513 -0.01423158  0.00305162 ...  0.00084689  0.03042957
  0.01205758]"
652876_0:000d61|Cohnella_luojiensis.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.03874767  0.02071183  0.0269073  ... -0.0462035   0.01752456
  0.04581514]"
2304568_0:00090b|Colidextribacter_sp._OB.20.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.03227023  0.03167961  0.05319853 ... -0.05300004  0.03982587
  0.04841867]"
1806892_0:00064e|Acinetobacter_pragensis.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.01882407  0.03842644  0.02182913 ... -0.03934298  0.01046205
  0.04756425]"
1736528_0:0007d9|Rhizobacter_sp._Root404.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02813198  0.06585135  0.02239974 ... -0.06365754  0.0076757
  0.03658078]"
1898203_12:000779|Lachnospiraceae_bacterium.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02087563  0.04326281  0.0301835  ... -0.04789516  0.02276834
  0.0401324 ]"
196367_0:00123d|Caballeronia_sordidicola.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02619727  0.04757756  0.02570854 ... -0.06052281  0.02138351
  0.04153632]"
1907397_0:0004d2|Chryseobacterium_sp._RU37D.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.01617387  0.02650703  0.00951958 ... -0.01786881  0.03147188
  0.0309156 ]"
2304606_0:0008c7|Companilactobacillus_zhachilii.fasta,Phosphoserine_aminotransferase,0.9735,"[-0.02406486  0.01144424  0.02907096 ... -0.01882084  0.05349944
  0.05972589]"
511_0:00009a|Alcaligenes_faecalis.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02973554  0.02717991  0.04280575 ... -0.04282273  0.0505541
  0.07105884]"
637910_0:000a8f|Citrobacter_rodentium_ICC168.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.03070688  0.06501256  0.01616025 ... -0.04697534  0.00484629
  0.04391812]"
1308866_0:00014b|Gracilibacillus_halophilus_YIM-C55.5.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.01795094  0.04658689  0.00800207 ... -0.01321839  0.02586785
  0.04289302]"
536441_0:000401|Chryseobacterium_taklimakanense.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.01570835  0.0228873   0.00953424 ... -0.01940676  0.03436559
  0.03484136]"
303_9:000db9|Pseudomonas_putida.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.03538457  0.05506956  0.0223687  ... -0.05433829  0.01210773
  0.03575342]"
1128912_0:000e45|Paraglaciecola_mesophila_KMM_241.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.04079312  0.04152827  0.0257033  ... -0.05338941  0.02309549
  0.07096266]"
1117707_0:00011a|Vibrio_quintilis.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02941038  0.03816022  0.01365375 ... -0.04221616  0.01847943
  0.04246083]"
1224150_0:000b23|Musicola_paradisiaca_NCPPB_2511.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02714502  0.0725055   0.01630501 ... -0.04835653 -0.00419719
  0.03072959]"
585455_1:00062c|Thiohalobacter_thiocyanaticus.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.03775146  0.06865106  0.01660653 ... -0.0469169   0.00128438
  0.05628141]"
266749_0:0001b6|Kaistella_jeonii.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.02257315  0.02418164  0.01145561 ... -0.02074317  0.03932213
  0.03573538]"
253_2:000925|Chryseobacterium_indologenes.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.01778082  0.02498963  0.01563947 ... -0.01781748  0.03676314
  0.03185264]"
1354303_0:0009b1|Psychrobacter_aquaticus_CMS_56.fasta,Phosphoserine_aminotransferase,0.9735,"[ 0.04557941  0.03422321  0.0202567  ... -0.05515091  0.02175441
  0.05287128]"
1855728_0:00162d|Variovorax_sp._KK3.fasta,RNA_methyltransferase,0.9292,"[ 0.01186534 -0.02422428 -0.02542091 ... -0.02938781 -0.0186647
 -0.00312335]"
36818_1:000b19|Streptomyces_subrutilus.fasta,RNA_methyltransferase,0.9292,"[ 0.04029088  0.01888287  0.02459863 ... -0.00160212 -0.02574997
 -0.01388919]"
1123399_0:000709|Thiolinea_disciformis_DSM_14473.fasta,RNA_methyltransferase,0.9292,"[ 4.0766668e-02 -6.8535330e-05 -9.1329636e-03 ... -3.0417895e-02
 -7.9215048e-03  1.9204706e-02]"
1089549_0:0001bf|Haloglycomyces_albus_DSM_45210.fasta,RNA_methyltransferase,0.9292,"[ 0.03827479 -0.00932209 -0.02402868 ... -0.04514671  0.05494059
  0.03036867]"
710696_0:000403|Intrasporangium_calvum_DSM_43043.fasta,RNA_methyltransferase,0.9292,"[ 0.03878604 -0.00103385  0.01602483 ...  0.00575114 -0.02920184
 -0.01790028]"
2024216_0:0002c5|Prevotella_sp._P5-126.fasta,RNA_methyltransferase,0.9292,"[ 0.0320056  -0.04876353 -0.02004798 ... -0.03250912  0.05059001
  0.020804  ]"
1798157_0:00002b|Bifidobacterium_avesanii.fasta,RNA_methyltransferase,0.9292,"[ 0.02680402 -0.04136878  0.01180231 ... -0.00137835 -0.02183992
 -0.0210362 ]"
985762_0:0008a5|Staphylococcus_agnetis.fasta,RNA_methyltransferase,0.9292,"[ 0.03091794 -0.0112056  -0.03903633 ...  0.01816709  0.03513873
  0.00353746]"
2527974_0:0016d0|Tautonia_plasticadhaerens.fasta,RNA_methyltransferase,0.9292,"[ 0.0072147  -0.03624986  0.00444641 ... -0.0057726   0.04630033
  0.00823336]"
478741_0:00082a|Verrucomicrobia_bacterium_LP2A.fasta,RNA_methyltransferase,0.9292,"[ 0.02911015  0.00265622  0.02169477 ... -0.02522527  0.04842543
 -0.00418664]"
1288826_0:000393|Marinobacter_santoriniensis_NKSG1.fasta,RNA_methyltransferase,0.9292,"[ 0.04521947  0.01497181  0.00780038 ... -0.02112475 -0.02983874
  0.01349156]"
1945884_0:000626|Olsenella_sp._KH1P3.fasta,RNA_methyltransferase,0.9292,"[ 0.02798354 -0.03445125  0.01790362 ... -0.03350068  0.02973602
  0.01966926]"
2487064_0:000219|Chryseobacterium_sp._G0186.fasta,RNA_methyltransferase,0.9292,"[ 0.05016602 -0.01451028 -0.0267758  ... -0.01207782  0.03980051
  0.00046833]"
447679_0:000303|Ekhidna_lutea.fasta,RNA_methyltransferase,0.9292,"[ 0.05538242 -0.00157462 -0.03884114 ... -0.0006377   0.01955711
  0.01128959]"
1862702_0:0004d5|Chryseobacterium_sp._KLBC_52.fasta,RNA_methyltransferase,0.9292,"[ 0.04842234 -0.01932864 -0.02971696 ... -0.00955325  0.03710831
 -0.00132952]"
1473_0:000dbe|Virgibacillus_pantothenticus.fasta,RNA_methyltransferase,0.9292,"[ 0.03092003 -0.01498691 -0.0429824  ...  0.00606008  0.0382997
  0.00467231]"
561505_0:00037c|Tenacibaculum_gallaicum.fasta,RNA_methyltransferase,0.9292,"[ 0.04150813  0.00729411 -0.0318952  ... -0.0010545   0.03361669
  0.00503703]"
128780_0:000d40|Stenotrophomonas_acidaminiphila.fasta,RNA_methyltransferase,0.9292,"[ 0.03368579 -0.00523151  0.00824806 ... -0.02044458 -0.02852789
  0.02619058]"
714197_0:00121a|Nocardiopsis_sp._FIRDI_009.fasta,RNA_methyltransferase,0.9292,"[ 0.04201531  0.02480137  0.01511754 ... -0.00912012 -0.02220232
 -0.01797335]"
470868_0:0007b2|Achromobacter_marplatensis.fasta,RNA_methyltransferase,0.9292,"[ 0.03630732 -0.01555308 -0.02415593 ... -0.03176859 -0.00605843
  0.02115679]"
1259799_0:000027|Pseudomonas_sp._URMO17WK12:I10.fasta,Ribonuclease_PH,0.9735,"[ 0.01108648 -0.00866957 -0.0136368  ... -0.03440776  0.01743492
  0.01304286]"
2144185_0:000640|Planctomonas_deserti.fasta,Ribonuclease_PH,0.9735,"[ 0.01450397  0.01106745 -0.01029541 ... -0.03461503  0.003073
 -0.01175532]"
1885916_0:000a15|Paraliobacillus_sediminis.fasta,Ribonuclease_PH,0.9735,"[ 0.01663653 -0.00459065 -0.01931705 ... -0.00872922  0.04795099
  0.02186984]"
870968_0:0005a3|Vibrio_ichthyoenteri_ATCC_700023.fasta,Ribonuclease_PH,0.9735,"[ 0.00762563 -0.0101945  -0.01368514 ... -0.02086246  0.02913486
  0.01107612]"
1736488_0:0007c9|Nocardioides_sp._Root190.fasta,Ribonuclease_PH,0.9735,"[ 0.02642563 -0.00849387 -0.01297524 ... -0.03923503 -0.00285725
 -0.02255475]"
1346290_0:000c7c|Methyloversatilis_thermotolerans.fasta,Ribonuclease_PH,0.9735,"[ 0.01472296 -0.00018967 -0.00370861 ... -0.04270936  0.01953683
  0.007202  ]"
2594267_0:000362|Microlunatus_speluncae.fasta,Ribonuclease_PH,0.9735,"[ 0.01721659 -0.01812928 -0.00779853 ... -0.03684199  0.01085167
 -0.01707887]"
1736535_0:00017c|Streptomyces_sp._Root431.fasta,Ribonuclease_PH,0.9735,"[ 0.00947015  0.00772953 -0.01473213 ... -0.03325465 -0.01473867
 -0.01673379]"
488446_0:000cc8|Burkholderia_latens.fasta,Ribonuclease_PH,0.9735,"[ 0.00991396  0.00504058  0.00508557 ... -0.02566532  0.0143653
  0.00892134]"
166318_0:00053a|Synechococcus_sp._WH_8016.fasta,Ribonuclease_PH,0.9735,"[ 0.01171082 -0.04078386  0.01308913 ... -0.0205358   0.05071783
  0.03664098]"
2512218_0:000617|Kribbella_sp._VKM_Ac-2566.fasta,Ribonuclease_PH,0.9735,"[ 0.02288184  0.00051888 -0.0149059  ... -0.03642178  0.00907114
 -0.0099393 ]"
1278073_0:0006b4|Myxococcus_stipitatus_DSM_14675.fasta,Ribonuclease_PH,0.9735,"[ 0.00750282 -0.01680161  0.01172331 ... -0.02402791  0.02870958
  0.01751123]"
2052941_0:000438|Bifidobacterium_callitrichidarum.fasta,Ribonuclease_PH,0.9735,"[-0.00034704 -0.01567495 -0.0124937  ... -0.02750954  0.00860431
 -0.00034872]"
2592067_0:000e44|Tsukamurella_asaccharolytica.fasta,Ribonuclease_PH,0.9735,"[ 0.02311663  0.00533982 -0.0111673  ... -0.03985019 -0.02569852
 -0.03011452]"
1572751_0:0000ba|Croceibacterium_mercuriale.fasta,Ribonuclease_PH,0.9735,"[ 0.00401007  0.00252151 -0.01984758 ... -0.0295584   0.00161132
 -0.00429201]"
1236973_0:000a0b|Halalkalibacter_akibai_JCM_9157.fasta,Ribonuclease_PH,0.9735,"[ 0.02851025  0.0045257  -0.00106463 ... -0.02117482  0.04726992
  0.03130488]"
1704291_0:00038b|Limnothrix_sp._PR1529.fasta,Ribonuclease_PH,0.9735,"[ 0.02174877 -0.02927932  0.0142631  ... -0.02372186  0.05684846
  0.02964309]"
2162708_0:000517|Streptomyces_sp._CS065A.fasta,Ribonuclease_PH,0.9735,"[ 0.01048404  0.01490016 -0.01276474 ... -0.03680587 -0.01536058
 -0.01615546]"
2479848_0:0004df|Tessaracoccus_antarcticus.fasta,Ribonuclease_PH,0.9735,"[ 0.01272404 -0.00123359 -0.00321945 ... -0.03676821 -0.00590911
 -0.01643771]"
2567941_0:000b91|Metabacillus_sediminilitoris.fasta,Ribonuclease_PH,0.9735,"[ 0.0305258  -0.00095899  0.00065528 ... -0.02151656  0.05063547
  0.0190169 ]"
1038867_0:00145b|Bradyrhizobium_sp._WSM3983.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.00545129 -0.03614907  0.04303167 ... -0.02148998 -0.00611238
  0.03626829]"
996641_0:000373|Kribbella_amoyensis.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.00133378 -0.01694212  0.04484297 ... -0.05386768 -0.02570502
 -0.017786  ]"
1850246_0:0009f7|Urechidicola_croceus.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.05082998  0.03105136 -0.01104356 ... -0.0381563   0.02816464
  0.03410482]"
2508290_0:00118e|Pandoraea_aquatica.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.00078756 -0.03033316  0.01915313 ... -0.02913831 -0.00507802
  0.04008329]"
1784713_0:0007ce|Flavobacterium_arcticum.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.04258613  0.02354034  0.00356303 ... -0.02374506  0.02695862
  0.03115857]"
1385510_0:00067c|Pontibacillus_halophilus_JSM_076056_=_DSM_19796.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.00115549 -0.01263556 -0.00313835 ...  0.02404787  0.00957628
  0.03123718]"
1121428_0:000721|Desulforamulus_hydrothermalis_Lam5_=_DSM_18033.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.00200693  0.02411505  0.03323122 ... -0.00985582  0.01111701
  0.0326153 ]"
2078785_0:000370|Pseudomonas_sp._JV241A.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.02597047  0.00034896  0.02735623 ... -0.04773937  0.00368374
  0.02730872]"
748658_0:000793|Thioalkalivibrio_sp._ALSr1.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.00239074 -0.04975056  0.03417939 ... -0.00925356 -0.002653
  0.05201347]"
1898207_8:000082|Clostridiales_bacterium.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.00695848 -0.00318945  0.06092087 ... -0.0265705   0.0190667
  0.02006532]"
1003200_0:000b2a|Achromobacter_insuavis_AXX-A.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.022346   -0.05309732  0.013729   ... -0.02409459  0.00935626
  0.03175668]"
2487345_0:000302|Tatumella_sp._TA1.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.02840862  0.00992376  0.02553086 ... -0.04640782 -0.00591681
  0.03125651]"
32024_0:0000b9|Campylobacter_sputorum_subsp._sputorum.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.00923139 -0.0571167   0.03171742 ... -0.07485463  0.06423566
  0.0736931 ]"
1610576_0:000d37|Halomonas_sp._R57-5.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.00411371 -0.01353589  0.03279664 ... -0.03095698  0.00069628
  0.04921598]"
1031224_0:00174c|Chitinophaga_oryziterrae.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.04077275  0.00293714  0.02948307 ... -0.03182628  0.04412903
  0.04811662]"
1736350_0:0001aa|Sphingomonas_sp._Leaf357.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.01227721 -0.00240384  0.03645124 ... -0.03072715  0.00364047
  0.02371116]"
701189_0:00011c|Pseudomonas_sp._Hp2.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-3.1965019e-03 -2.0367727e-03  3.4169316e-02 ... -4.9349349e-02
 -5.5761007e-05  1.5253168e-02]"
572547_0:0000ce|Aminobacterium_colombiense_DSM_12261.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.01100816 -0.03424146  0.04852634 ... -0.00420643  0.05873251
  0.06447407]"
2316080_0:0003eb|Helicobacter_mehlei.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[-0.0215498  -0.0218736   0.0141229  ... -0.07560634  0.0601683
  0.05832309]"
643562_0:000705|Pseudodesulfovibrio_aespoeensis_Aspo-2.fasta,Ribosomal_RNA_small_subunit_methyltransferase_I,0.9499,"[ 0.00615641 -0.00760718  0.05469707 ... -0.02987452  0.02274068
  0.03952139]"
1664318_0:0009c9|Chryseobacterium_sp._MOF25P.fasta,Tetraacyldisaccharide_4-kinase,0.9174,[0.06149844 0.02714132 0.00855506 ... 0.00976372 0.06381398 0.029083  ]
40324_6:0007bd|Stenotrophomonas_maltophilia.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.03091682  0.0269874   0.0181871  ... -0.00493496  0.01707454
  0.0262145 ]"
201_1:0002da|Campylobacter_lari.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.02818939 -0.02979966  0.03660034 ... -0.03242601  0.0599504
  0.02842135]"
2487065_0:000f2e|Chryseobacterium_sp._G0201.fasta,Tetraacyldisaccharide_4-kinase,0.9174,[0.06301179 0.02725025 0.01005517 ... 0.01045805 0.06733932 0.02882783]
878220_0:00104d|Chryseobacterium_sp._StRB126.fasta,Tetraacyldisaccharide_4-kinase,0.9174,[0.06434096 0.0257268  0.00923637 ... 0.01285968 0.06768896 0.0255483 ]
459529_0:0009fb|Sphingobacterium_siyangense.fasta,Tetraacyldisaccharide_4-kinase,0.9174,[0.05846266 0.04417818 0.00032398 ... 0.01566179 0.0671048  0.02231705]
1114921_0:0009dd|Citrobacter_werkmanii_NBRC_105721.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.05496455  0.06427202  0.03674356 ... -0.03257413 -0.01659376
  0.00431114]"
1387277_0:000769|Primorskyibacter_flagellatus.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.01283133  0.04079516  0.02701581 ... -0.02092039  0.0177056
  0.00835255]"
2382222_0:0008e2|Pseudoroseomonas_wenyumeiae.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.01503326  0.03332317  0.029247   ... -0.01843254  0.01509786
  0.00104512]"
420952_0:00046a|Paraburkholderia_bryophila.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.03741735  0.01809799  0.02798299 ... -0.00565692  0.01609657
  0.01707904]"
551459_0:0003e0|Chryseobacterium_piscicola.fasta,Tetraacyldisaccharide_4-kinase,0.9174,[0.05932223 0.03223148 0.00052362 ... 0.01393428 0.05990495 0.02754902]
2170731_0:000d2b|Comamonas_sp._JNW.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.03191785 -0.02137238  0.0234002  ... -0.0078045   0.02075411
  0.03349738]"
1898112_25:000155|Rhodospirillaceae_bacterium.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.03335654  0.02419697  0.01600747 ... -0.04028475  0.01329956
 -0.02418469]"
321895_0:0008e6|Paraburkholderia_silvatlantica.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.03983092  0.02435724  0.03088022 ... -0.00917958  0.03746798
  0.01725474]"
911242_0:0006b6|Pseudomonas_sp._CFII64.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.04010357  0.04709911  0.02577946 ... -0.02441617  0.02859169
  0.00506175]"
632_0:00024b|Yersinia_pestis.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.0517143   0.05849233  0.03694154 ... -0.03363167 -0.00595608
  0.01948089]"
356837_0:000610|Azoarcus_sp._DN11.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.03411622  0.02018616  0.02221902 ... -0.00716147  0.02788375
  0.02470885]"
1144340_0:000d20|Pseudomonas_sp._GM84.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.04265501  0.05312622  0.03183409 ... -0.02897828  0.01950685
 -0.00497418]"
2304601_0:000023|Cardinium_endosymbiont_of_Culicoides_punctatus.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.05849276  0.05717941 -0.00764363 ...  0.01241791  0.04895161
  0.04435801]"
246191_0:00070b|Maridesulfovibrio_ferrireducens.fasta,Tetraacyldisaccharide_4-kinase,0.9174,"[ 0.01994176 -0.01506553 -0.02400934 ... -0.0359869   0.01763031
  0.02716083]"
2590901_0:0007af|Aeromicrobium_piscarium.fasta,Thiazole_synthase,0.9528,"[ 0.03171106 -0.0349998   0.00904436 ...  0.02108578  0.02181873
 -0.0099326 ]"
2283630_0:000ae9|Fusibacter_sp._A1.fasta,Thiazole_synthase,0.9528,"[ 0.05442448 -0.0152374   0.01125433 ...  0.0261139   0.04241408
  0.00830483]"
132473_0:000879|Streptomyces_alboniger.fasta,Thiazole_synthase,0.9528,"[ 0.04693531  0.0048718   0.01791161 ...  0.01890875  0.0176984
 -0.00453635]"
1107311_0:00055a|Flavobacterium_enshiense_DK69.fasta,Thiazole_synthase,0.9528,"[ 0.04671315  0.00134558 -0.00684933 ...  0.03375387  0.03302128
  0.02179628]"
1292031_0:001240|Pseudomonas_vranovensis_DSM_16006.fasta,Thiazole_synthase,0.9528,[0.03098781 0.02296079 0.03051057 ... 0.0269048  0.0047577  0.01946473]
160434_0:000cdf|Samsonia_erythrinae.fasta,Thiazole_synthase,0.9528,"[ 0.05748243  0.03784056  0.02634243 ...  0.02516463 -0.00514678
  0.01153803]"
1348334_0:00129b|Lyngbya_aestuarii_BL_J.fasta,Thiazole_synthase,0.9528,[0.05683449 0.00349302 0.01588306 ... 0.01398749 0.00993692 0.03310728]
2499629_0:000146|Edaphocola_flava.fasta,Thiazole_synthase,0.9528,[0.04076903 0.00334584 0.00752733 ... 0.03257316 0.02343357 0.02785651]
2010972_0:000673|Caulobacter_rhizosphaerae.fasta,Thiazole_synthase,0.9528,"[ 0.03170175  0.01102718  0.0193803  ...  0.02000801 -0.00511307
  0.00368502]"
76758_0:000cbc|Pseudomonas_orientalis.fasta,Thiazole_synthase,0.9528,[0.05290418 0.01702776 0.0326666  ... 0.01993012 0.01257949 0.01722131]
665135_0:00165c|Pseudomonas_nunensis.fasta,Thiazole_synthase,0.9528,[0.0481263  0.01967608 0.03198661 ... 0.01779662 0.00883261 0.01110686]
345631_0:000327|Geobacter_argillaceus.fasta,Thiazole_synthase,0.9528,[0.05233711 0.03018096 0.01775823 ... 0.0108206  0.01207898 0.01185196]
937334_0:00004e|Caldicoprobacter_faecalis.fasta,Thiazole_synthase,0.9528,"[ 0.06919156 -0.00516026  0.0188441  ...  0.03330611  0.05447547
  0.02765891]"
913252_0:000458|Paracoccus_limosus.fasta,Thiazole_synthase,0.9528,"[ 0.04684219 -0.01431498  0.01645328 ...  0.03091263  0.02471432
  0.03101292]"
2175247_0:000709|Pelagicola_sp._LXJ1103.fasta,Thiazole_synthase,0.9528,"[ 0.04349748 -0.02575884  0.01513384 ...  0.03176402  0.03148955
  0.02064351]"
406547_0:000160|Rubripirellula_obstinata.fasta,Thiazole_synthase,0.9528,"[ 0.05742391 -0.01093807  0.00910518 ...  0.01957992  0.02371284
  0.01455897]"
